Unnamed: 0,Crop,N,P,K,pH,rainfall,temperature
92506,rice,80,40,40,5.68,182.5,29.2
34461,maize,80,40,20,5.62,157.31,25.83333333
2648,wheat,60,30,30,6.4,167.38,23.56
77107,maize,80,40,20,5.62,75.32,22.676
22002,rice,80,40,40,5.54,167.38,23.56
36567,rapeseed,50,40,20,4.92,70.598,18.92
94789,potato,180,60,90,4.86,664.94,22.03333333
98546,maize,80,40,20,5.5,579.75,34.01
84236,onion,120,60,65,6.0,75.32,22.676
20443,ragi,50,40,20,5.68,157.31,25.83333333
79210,rice,80,40,40,5.48,840.46,33.58333333
8620,moong,20,40,20,5.56,113.7,30.26666667
86656,maize,80,40,20,5.46,840.46,33.58333333
14972,sweetpotato,90,20,120,5.06,1145.22,28.5
22773,maize,80,40,20,5.34,510.05,33.37333333
3431,turmeric,25,60,100,4.9,884.5,27.65454545
85153,rice,80,40,40,5.66,1110.78,25.66666667
19696,rapeseed,50,40,20,4.92,41.3,21.704
33886,rice,80,40,40,5.42,122.42,18.58
19587,potato,180,60,90,4.94,421.14,28.50727273
14107,potato,180,60,90,4.84,1111.68,28.64818182
7201,potato,180,60,90,5.16,157.31,25.83333333
57838,banana,100,75,50,6.64,810.26,29.95636364
30094,maize,80,40,20,5.52,98.94,25.574
29294,blackpepper,100,60,50,5.1,550.1245,27.63636364
15881,maize,80,40,20,5.48,510.05,33.37333333
69446,jowar,80,40,40,5.58,579.75,34.01
45144,rice,80,40,40,5.36,423.745,22.07
49755,rapeseed,50,40,20,4.88,87.2,23.106
94596,moong,20,40,20,5.46,790.98,30.61666667
24710,rice,80,40,40,5.42,288.3,25.46
8229,rice,80,40,40,5.36,235.4251,26.64666667
47902,potato,180,60,90,4.94,689.88,29.03727273
78558,turmeric,25,60,100,5.04,2169.32,23.73636364
40490,wheat,60,30,30,6.11,127.68,20.8
7115,onion,120,60,65,6.06,1246.715,22.6
802,wheat,60,30,30,6.8,87.2,23.106
49799,coriander,10,20,20,6.56,1026.64,29.18636364
95196,sunflower,50,60,30,5.56,199.2125,21.3
99418,maize,80,40,20,5.4,1110.78,25.66666667
77855,cotton,120,40,20,5.52,1166.94,28.33333333
9783,jowar,80,40,40,5.62,98.94,25.574
61911,sunflower,50,60,30,5.34,942.8,28.99454545
12789,rapeseed,50,40,20,4.88,293.36,14.7
29835,jowar,80,40,40,5.54,297.66,29.56666667
19320,jowar,80,40,40,5.62,1151.02,28.03333333
59761,potato,180,60,90,4.84,1111.68,28.64818182
49071,moong,20,40,20,5.66,127.68,20.8
7178,cotton,120,40,20,5.32,1246.715,22.6
4280,rice,80,40,40,5.34,34.81,34.66666667
46230,moong,20,40,20,5.38,510.05,33.37333333
3022,barley,70,40,45,5.66,19.38,22.766
95498,rapeseed,50,40,20,4.86,199.2125,21.3
38357,coriander,10,20,20,6.68,942.8,28.99454545
81600,garlic,50,10,60,5.48,1111.68,28.64818182
13722,sunflower,50,60,30,5.4,1011.49,30.43
62487,onion,120,60,65,5.86,689.88,29.03727273
47889,potato,180,60,90,5.0,689.88,29.03727273
94631,onion,120,60,65,6.0,810.26,29.95636364
7433,soyabean,20,60,20,5.36,1011.49,30.43
59814,cotton,120,40,20,5.38,1011.49,30.43
45494,onion,120,60,65,5.98,1426.3,26.73636364
30293,sunflower,50,60,30,5.46,579.75,34.01
95426,maize,80,40,20,5.34,1246.715,22.6
15502,cotton,120,40,20,5.44,411.52,34.73
53991,potato,180,60,90,4.94,556.2,28.54545455
29169,potato,180,60,90,5.18,1426.3,26.73636364
34676,maize,80,40,20,5.6,157.31,25.83333333
24775,onion,120,60,65,6.06,288.3,25.46
4451,rice,80,40,40,5.34,34.81,34.66666667
48000,jowar,80,40,40,5.36,579.75,34.01
92771,jowar,80,40,40,5.56,654.34,29.26666667
69171,cotton,120,40,20,5.58,1220.22,27.26666667
44660,grapes,20,125,200,3.92,714.68,26.45454545
41282,onion,120,60,65,5.9,1026.64,29.18636364
60863,rice,80,40,40,5.52,162.72,29.4
57725,maize,80,40,20,5.42,1151.02,28.03333333
74793,wheat,60,30,30,6.5,70.11,25.6
73702,soyabean,20,60,20,5.68,1246.715,22.6
53207,ragi,50,40,20,5.58,167.38,23.56
67771,rice,80,40,40,5.48,167.38,23.56
19376,moong,20,40,20,5.5,1151.02,28.03333333
47433,wheat,60,30,30,6.12,75.32,22.676
7331,turmeric,25,60,100,4.82,2817.86,27.90909091
18512,rice,80,40,40,5.58,98.98,34.92333333
91001,maize,80,40,20,5.5,770.44,28.68
13048,coriander,10,20,20,6.44,1603.2375,22.89090909
23369,horsegram,20,60,20,6.02,98.94,25.574
61359,banana,100,75,50,6.64,884.5,27.65454545
72834,rice,80,40,40,5.34,516.68,27.86666667
77640,barley,70,40,45,5.66,75.32,22.676
92339,potato,180,60,90,4.86,1110.78,25.66666667
93329,rapeseed,50,40,20,5.14,127.68,20.8
17164,onion,120,60,65,6.08,689.88,29.03727273
78749,rice,80,40,40,5.4,1543.76,27.33333333
20274,rapeseed,50,40,20,4.88,199.2125,21.3
20928,rapeseed,50,40,20,4.88,73.47,23.562
6318,wheat,60,30,30,6.3,41.3,21.704
8266,jute,80,40,40,5.4,207.55,26.43333333
33078,horsegram,20,60,20,5.96,94.02,22.38
18619,rice,80,40,40,5.56,98.98,34.92333333
34053,jowar,80,40,40,5.36,157.31,25.83333333
64536,coriander,10,20,20,6.4,1299.26,26.51818182
87880,banana,100,75,50,6.6,1603.2375,22.89090909
64651,rice,80,40,40,5.4,1151.02,28.03333333
41820,barley,70,40,45,5.48,94.02,22.38
84142,jute,80,40,40,5.66,1220.22,27.26666667
17411,rapeseed,50,40,20,5.06,75.32,22.676
90539,maize,80,40,20,5.64,1875.6,20.1
74634,jowar,80,40,40,5.44,70.11,25.6
13519,sweetpotato,90,20,120,4.84,2817.86,27.90909091
45070,tomato,100,40,90,5.86,1350.025,26.01818182
41169,onion,120,60,65,6.0,1026.64,29.18636364
44736,cotton,120,40,20,5.44,607.48,26.36666667
89576,potato,180,60,90,4.82,207.55,26.43333333
73835,rice,80,40,40,5.68,1997.12,27.0
77077,potato,180,60,90,4.84,75.32,22.676
81939,coriander,10,20,20,6.56,1111.68,28.64818182
52597,rice,80,40,40,5.34,37.09,27.96666667
70078,maize,80,40,20,5.34,579.75,34.01
32094,rice,80,40,40,5.64,1543.76,27.33333333
19757,rapeseed,50,40,20,5.14,41.3,21.704
16412,banana,100,75,50,6.54,884.5,27.65454545
48614,turmeric,25,60,100,5.02,1501.98,25.81818182
66966,jute,80,40,40,5.56,1011.49,30.43
78180,banana,100,75,50,6.32,1037.32,28.08181818
75792,wheat,60,30,30,6.7,19.38,22.766
6931,sunflower,50,60,30,5.52,199.2125,21.3
67212,moong,20,40,20,5.66,607.48,26.36666667
13327,moong,20,40,20,5.46,1246.715,22.6
20182,maize,80,40,20,5.42,199.2125,21.3
27093,sunflower,50,60,30,5.68,157.31,25.83333333
84635,rice,80,40,40,5.38,579.75,34.01
45401,sweetpotato,90,20,120,4.82,1426.3,26.73636364
27069,maize,80,40,20,5.4,157.31,25.83333333
20921,jowar,80,40,40,5.44,1011.49,30.43
90299,rice,80,40,40,5.6,510.05,33.37333333
65599,sunflower,50,60,30,5.48,1246.715,22.6
54493,jowar,80,40,40,5.52,297.66,29.56666667
76580,sunflower,50,60,30,5.4,98.94,25.574
74847,maize,80,40,20,5.64,607.48,26.36666667
89947,maize,80,40,20,5.42,1145.22,28.5
36780,maize,80,40,20,5.48,1145.22,28.5
78434,maize,80,40,20,5.4,288.3,25.46
27343,sunflower,50,60,30,5.6,157.31,25.83333333
3394,banana,100,75,50,6.42,884.5,27.65454545
34021,jowar,80,40,40,5.48,157.31,25.83333333
59282,jowar,80,40,40,5.62,1997.12,27.0
36952,sweetpotato,90,20,120,5.08,1426.3,26.73636364
83695,cardamom,75,75,150,5.14,884.5,27.65454545
57269,rice,80,40,40,5.64,87.2,23.106
74410,rapeseed,50,40,20,4.98,73.47,23.562
40219,maize,80,40,20,5.56,288.3,25.46
73160,ragi,50,40,20,5.44,157.31,25.83333333
31355,rapeseed,50,40,20,4.9,152.54,22.28
27699,sweetpotato,90,20,120,4.86,1111.68,28.64818182
5903,sunflower,50,60,30,5.44,840.46,33.58333333
26115,jowar,80,40,40,5.5,1151.02,28.03333333
56394,wheat,60,30,30,6.1,241.78,1.18
36922,potato,180,60,90,4.98,1426.3,26.73636364
17134,ragi,50,40,20,5.34,75.32,22.676
16247,rice,80,40,40,5.38,297.66,29.56666667
80411,potato,180,60,90,4.92,293.36,14.7
92472,jute,80,40,40,5.42,1166.94,28.33333333
97975,sweetpotato,90,20,120,5.12,556.2,28.54545455
68035,rice,80,40,40,5.48,411.52,34.73
76362,onion,120,60,65,5.82,884.5,27.65454545
91899,garlic,50,10,60,5.36,75.32,22.676
35131,wheat,60,30,30,6.3,73.47,23.562
84489,moong,20,40,20,5.42,34.81,34.66666667
77507,onion,120,60,65,6.14,75.32,22.676
8731,blackpepper,100,60,50,4.96,162.72,29.4
25424,sunflower,50,60,30,5.66,840.46,33.58333333
79838,maize,80,40,20,5.34,1151.02,28.03333333
16307,turmeric,25,60,100,5.08,884.5,27.65454545
93126,turmeric,25,60,100,4.86,2569.52,4.9
52908,jowar,80,40,40,5.32,207.55,26.43333333
75339,maize,80,40,20,5.6,1145.22,28.5
98974,moong,20,40,20,5.32,34.81,34.66666667
67492,cotton,120,40,20,5.34,235.4251,26.64666667
85408,moong,20,40,20,5.56,182.5,29.2
2290,maize,80,40,20,5.5,607.48,26.36666667
47858,moong,20,40,20,5.42,34.81,34.66666667
51803,turmeric,25,60,100,4.88,1111.68,28.64818182
73426,onion,120,60,65,6.04,1246.715,22.6
83531,moong,20,40,20,5.6,884.5,27.65454545
31441,ragi,50,40,20,5.38,654.34,29.26666667
49243,wheat,60,30,30,6.9,127.68,20.8
23606,jowar,80,40,40,5.48,579.75,34.01
15681,turmeric,25,60,100,4.92,556.2,28.54545455
37267,onion,120,60,65,5.84,556.2,28.54545455
22189,onion,120,60,65,6.16,1426.3,26.73636364
93003,onion,120,60,65,5.88,654.34,29.26666667
47943,wheat,60,30,30,6.12,75.32,22.676
10590,barley,70,40,45,5.58,75.32,22.676
31129,soyabean,20,60,20,5.62,1110.78,25.66666667
87002,rapeseed,50,40,20,4.84,94.02,22.38
38697,wheat,60,30,30,6.6,75.32,22.676
95703,maize,80,40,20,5.54,199.2125,21.3
83277,maize,80,40,20,5.38,510.05,33.37333333
67239,soyabean,20,60,20,5.52,607.48,26.36666667
37730,cauliflower,80,70,50,6.32,884.5,27.65454545
63158,moong,20,40,20,5.56,182.5,29.2
20097,rice,80,40,40,5.46,1246.715,22.6
40231,cucumber,60,60,85,6.38,1037.32,28.08181818
97740,wheat,60,30,30,6.4,19.38,22.766
74784,moong,20,40,20,5.42,607.48,26.36666667
84340,rice,80,40,40,5.6,579.75,34.01
20295,soyabean,20,60,20,5.58,1246.715,22.6
81013,maize,80,40,20,5.68,1246.715,22.6
68875,sweetpotato,90,20,120,5.04,884.5,27.65454545
68620,blackpepper,100,60,50,5.0,884.5,27.65454545
40623,pineapple,160,40,120,6.44,2169.32,23.73636364
97082,potato,180,60,90,4.88,70.598,18.92
68502,maize,80,40,20,5.42,1875.6,20.1
12476,ragi,50,40,20,5.42,790.98,30.61666667
24705,jowar,80,40,40,5.38,288.3,25.46
93736,barley,70,40,45,5.46,87.2,23.106
4385,barley,70,40,45,5.58,75.32,22.676
33419,wheat,60,30,30,6.12,15.34,27.276
81597,rapeseed,50,40,20,4.88,73.47,23.562
25681,maize,80,40,20,5.46,98.98,34.92333333
8865,sunflower,50,60,30,5.42,19.38,22.766
28580,cotton,120,40,20,5.62,607.48,26.36666667
83061,rice,80,40,40,5.66,411.52,34.73
18880,coriander,10,20,20,6.5,1026.64,29.18636364
21884,cotton,120,40,20,5.42,1145.22,28.5
15714,soyabean,20,60,20,5.56,510.05,33.37333333
20555,sweetpotato,90,20,120,4.84,1603.2375,22.89090909
53819,wheat,60,30,30,6.1,19.38,22.766
44636,jowar,80,40,40,5.46,607.48,26.36666667
59355,soyabean,20,60,20,5.46,1011.49,30.43
49773,rapeseed,50,40,20,4.84,87.2,23.106
85187,onion,120,60,65,6.18,1411.78,19.94545455
66374,sunflower,50,60,30,5.66,1011.49,30.43
20725,turmeric,25,60,100,5.06,2817.86,27.90909091
34170,garlic,50,10,60,5.5,1603.2375,22.89090909
14336,jowar,80,40,40,5.48,70.11,25.6
72346,potato,180,60,90,4.88,810.26,29.95636364
3935,moong,20,40,20,5.36,34.81,34.66666667
26550,rice,80,40,40,5.42,331.88,35.34666667
5268,jute,80,40,40,5.5,1543.76,27.33333333
62414,sweetpotato,90,20,120,4.82,689.88,29.03727273
87546,jowar,80,40,40,5.54,1246.715,22.6
72787,coriander,10,20,20,6.38,293.36,14.7
90493,onion,120,60,65,5.94,556.2,28.54545455
47899,maize,80,40,20,5.5,34.81,34.66666667
57582,onion,120,60,65,6.0,1299.26,26.51818182
85014,rice,80,40,40,5.54,579.75,34.01
7116,potato,180,60,90,5.0,1246.715,22.6
22541,jowar,80,40,40,5.64,510.05,33.37333333
14535,jowar,80,40,40,5.58,607.48,26.36666667
44172,potato,180,60,90,4.94,1111.68,28.64818182
6232,rapeseed,50,40,20,5.14,15.34,27.276
66014,banana,100,75,50,6.44,1603.2375,22.89090909
82425,potato,180,60,90,5.04,1050.245,18.77818182
35543,rice,80,40,40,5.48,1011.49,30.43
33110,jowar,80,40,40,5.5,1151.02,28.03333333
43012,ragi,50,40,20,5.32,157.31,25.83333333
45515,moong,20,40,20,5.62,1145.22,28.5
69651,wheat,60,30,30,6.12,75.32,22.676
7950,sunflower,50,60,30,5.32,607.48,26.36666667
40893,moong,20,40,20,5.6,840.46,33.58333333
38410,brinjal,80,15,40,6.56,942.8,28.99454545
29349,wheat,60,30,30,6.9,66.52,20.312
24991,turmeric,25,60,100,4.98,2569.52,4.9
39527,maize,80,40,20,5.62,1110.78,25.66666667
65189,barley,70,40,45,5.6,240.1,10.38
95487,ragi,50,40,20,5.58,1246.715,22.6
91227,wheat,60,30,30,6.5,75.32,22.676
78247,sunflower,50,60,30,5.5,1037.32,28.08181818
34463,rice,80,40,40,5.42,157.31,25.83333333
29464,jowar,80,40,40,5.46,510.05,33.37333333
72765,potato,180,60,90,5.04,293.36,14.7
75759,cotton,120,40,20,5.62,510.05,33.37333333
77194,barley,70,40,45,5.62,75.32,22.676
43784,mango,20,20,30,5.02,1111.68,28.64818182
78613,rice,80,40,40,5.56,127.68,20.8
88793,soyabean,20,60,20,5.54,1111.68,28.64818182
63187,barley,70,40,45,5.48,152.54,22.28
81140,sunflower,50,60,30,5.58,1246.715,22.6
7858,soyabean,20,60,20,5.52,607.48,26.36666667
21397,maize,80,40,20,5.64,607.48,26.36666667
27784,potato,180,60,90,4.84,1111.68,28.64818182
76379,rice,80,40,40,5.66,297.66,29.56666667
32608,wheat,60,30,30,7.0,87.2,23.106
40699,sweetpotato,90,20,120,4.84,2169.32,23.73636364
69995,onion,120,60,65,6.1,34.81,34.66666667
94150,garlic,50,10,60,5.5,1299.26,26.51818182
44996,onion,120,60,65,6.12,1350.025,26.01818182
26436,potato,180,60,90,4.96,810.26,29.95636364
18550,horsegram,20,60,20,5.88,840.46,33.58333333
22848,onion,120,60,65,6.06,556.2,28.54545455
74440,jowar,80,40,40,5.34,73.47,23.562
23994,potato,180,60,90,4.96,689.88,29.03727273
39091,maize,80,40,20,5.32,75.32,22.676
77537,maize,80,40,20,5.42,34.81,34.66666667
51229,turmeric,25,60,100,4.88,1603.2375,22.89090909
14149,barley,70,40,45,5.54,73.47,23.562
37348,cotton,120,40,20,5.36,510.05,33.37333333
25967,maize,80,40,20,5.38,98.98,34.92333333
28666,maize,80,40,20,5.38,423.745,22.07
73632,rice,80,40,40,5.58,1246.715,22.6
83462,moong,20,40,20,5.42,510.05,33.37333333
77026,maize,80,40,20,5.54,34.81,34.66666667
21442,wheat,60,30,30,6.7,70.11,25.6
71888,soyabean,20,60,20,5.68,1151.02,28.03333333
90039,maize,80,40,20,5.36,1145.22,28.5
57053,moong,20,40,20,5.38,840.46,33.58333333
67549,moong,20,40,20,5.66,207.55,26.43333333
5957,jute,80,40,40,5.56,840.46,33.58333333
21147,wheat,60,30,30,6.9,73.47,23.562
68800,potato,180,60,90,5.14,884.5,27.65454545
20149,rice,80,40,40,5.54,1246.715,22.6
7969,moong,20,40,20,5.4,607.48,26.36666667
70261,potato,180,60,90,4.84,1110.78,25.66666667
78492,rice,80,40,40,5.68,1712.66,11.2
63215,rice,80,40,40,5.46,152.54,22.28
27409,onion,120,60,65,6.12,1603.2375,22.89090909
1126,maize,80,40,20,5.64,98.98,34.92333333
1581,coriander,10,20,20,6.56,1603.2375,22.89090909
60816,rapeseed,50,40,20,5.14,167.38,23.56
65390,maize,80,40,20,5.52,976.06,25.66666667
38500,coriander,10,20,20,6.62,942.8,28.99454545
72247,wheat,60,30,30,6.8,15.34,27.276
64580,maize,80,40,20,5.56,1151.02,28.03333333
45415,jute,80,40,40,5.32,1145.22,28.5
82679,rice,80,40,40,5.48,1145.22,28.5
21428,maize,80,40,20,5.56,70.11,25.6
14485,jowar,80,40,40,5.5,70.11,25.6
2235,cotton,120,40,20,5.32,714.68,26.45454545
57434,maize,80,40,20,5.56,87.2,23.106
37431,papaya,50,50,50,6.1,556.2,28.54545455
74330,potato,180,60,90,4.88,1111.68,28.64818182
71389,jowar,80,40,40,5.38,840.46,33.58333333
14753,cotton,120,40,20,5.48,235.4251,26.64666667
55498,garlic,50,10,60,5.58,689.88,29.03727273
87401,rice,80,40,40,5.36,331.88,35.34666667
75630,maize,80,40,20,5.38,411.52,34.73
45613,onion,120,60,65,6.08,1426.3,26.73636364
57105,banana,100,75,50,6.56,1026.64,29.18636364
32829,rice,80,40,40,5.52,840.46,33.58333333
90051,rapeseed,50,40,20,5.02,167.38,23.56
56293,moong,20,40,20,5.4,654.34,29.26666667
36356,pineapple,160,40,120,6.64,1050.245,18.77818182
25074,rapeseed,50,40,20,4.86,127.68,20.8
96577,rapeseed,50,40,20,4.98,73.47,23.562
94778,barley,70,40,45,5.46,240.1,10.38
41467,maize,80,40,20,5.32,87.2,23.106
47525,potato,180,60,90,4.84,689.88,29.03727273
49038,potato,180,60,90,5.16,2569.52,4.9
43040,rice,80,40,40,5.42,157.31,25.83333333
5603,maize,80,40,20,5.52,98.98,34.92333333
67915,rapeseed,50,40,20,5.16,167.38,23.56
5112,soyabean,20,60,20,5.38,1712.66,11.2
97963,potato,180,60,90,5.16,556.2,28.54545455
69682,coriander,10,20,20,6.52,689.88,29.03727273
36913,horsegram,20,60,20,5.98,1145.22,28.5
20412,moong,20,40,20,5.62,1246.715,22.6
69605,rapeseed,50,40,20,4.86,75.32,22.676
55138,wheat,60,30,30,7.0,75.32,22.676
21321,wheat,60,30,30,6.5,70.11,25.6
34861,jowar,80,40,40,5.54,1997.12,27.0
76442,horsegram,20,60,20,6.0,884.5,27.65454545
51181,maize,80,40,20,5.56,1246.715,22.6
60363,rice,80,40,40,5.38,742.0124,24.59818182
1182,rice,80,40,40,5.54,87.2,23.106
53037,rapeseed,50,40,20,5.18,167.38,23.56
31576,jowar,80,40,40,5.5,288.3,25.46
67094,maize,80,40,20,5.64,607.48,26.36666667
18911,moong,20,40,20,5.48,840.46,33.58333333
38263,ladyfinger,80,10,40,6.4,884.5,27.65454545
60875,moong,20,40,20,5.4,10.265748,25.76
53699,garlic,50,10,60,5.56,556.2,28.54545455
35240,coriander,10,20,20,6.62,1111.68,28.64818182
63341,banana,100,75,50,6.66,1037.32,28.08181818
69538,maize,80,40,20,5.4,34.81,34.66666667
46884,jowar,80,40,40,5.46,297.66,29.56666667
83782,rice,80,40,40,5.32,297.66,29.56666667
7770,jowar,80,40,40,5.58,70.11,25.6
62385,wheat,60,30,30,6.4,75.32,22.676
6748,sunflower,50,60,30,5.58,1246.715,22.6
79084,rapeseed,50,40,20,4.92,87.2,23.106
92568,moong,20,40,20,5.46,182.5,29.2
36013,rice,80,40,40,5.36,607.48,26.36666667
88283,blackpepper,100,60,50,5.0,2817.86,27.90909091
58269,rapeseed,50,40,20,5.0,240.1,10.38
29222,rapeseed,50,40,20,5.1,167.38,23.56
92057,moong,20,40,20,5.56,579.75,34.01
78567,rapeseed,50,40,20,5.18,127.68,20.8
71271,ragi,50,40,20,5.38,840.46,33.58333333
5389,rice,80,40,40,5.46,497.88,25.03333333
53476,ragi,50,40,20,5.5,1145.22,28.5
65176,rice,80,40,40,5.56,664.94,22.03333333
48979,horsegram,20,60,20,6.18,288.3,25.46
13076,sunflower,50,60,30,5.4,157.31,25.83333333
5619,rapeseed,50,40,20,5.0,87.2,23.106
18107,rice,80,40,40,5.64,497.88,25.03333333
95851,blackpepper,100,60,50,4.92,2817.86,27.90909091
12082,maize,80,40,20,5.46,840.46,33.58333333
43138,moong,20,40,20,5.56,1246.715,22.6
91163,rice,80,40,40,5.44,770.44,28.68
63771,potato,180,60,90,4.98,2169.32,23.73636364
10829,rice,80,40,40,5.38,152.54,22.28
57699,wheat,60,30,30,7.0,94.02,22.38
96061,onion,120,60,65,5.98,1111.68,28.64818182
66174,rice,80,40,40,5.42,490.74,27.6
30350,rapeseed,50,40,20,4.82,75.32,22.676
11947,wheat,60,30,30,6.11,87.2,23.106
59700,maize,80,40,20,5.42,1011.49,30.43
41765,turmeric,25,60,100,5.12,1299.26,26.51818182
77563,maize,80,40,20,5.54,34.81,34.66666667
17163,moong,20,40,20,5.54,34.81,34.66666667
67485,rice,80,40,40,5.48,85.24316,21.482
14820,jute,80,40,40,5.34,207.55,26.43333333
61508,sunflower,50,60,30,5.52,297.66,29.56666667
50148,maize,80,40,20,5.68,1151.02,28.03333333
54563,jowar,80,40,40,5.38,98.94,25.574
21115,cotton,120,40,20,5.62,1011.49,30.43
94957,onion,120,60,65,5.92,122.42,18.58
56137,moong,20,40,20,5.42,654.34,29.26666667
8114,rice,80,40,40,5.32,702.459,27.23333333
89633,sunflower,50,60,30,5.46,70.598,18.92
67964,horsegram,20,60,20,6.14,167.38,23.56
20499,cotton,120,40,20,5.48,1246.715,22.6
97171,sunflower,50,60,30,5.68,70.598,18.92
33860,rapeseed,50,40,20,5.04,293.36,14.7
40512,banana,100,75,50,6.34,2169.32,23.73636364
15442,moong,20,40,20,5.38,167.38,23.56
95258,rice,80,40,40,5.64,157.31,25.83333333
58443,potato,180,60,90,4.92,122.42,18.58
56756,wheat,60,30,30,6.12,127.68,20.8
84339,maize,80,40,20,5.6,579.75,34.01
25439,rice,80,40,40,5.38,840.46,33.58333333
83169,cotton,120,40,20,5.68,510.05,33.37333333
92061,barley,70,40,45,5.48,75.32,22.676
53858,sweetpotato,90,20,120,5.08,556.2,28.54545455
47522,maize,80,40,20,5.34,34.81,34.66666667
77468,onion,120,60,65,5.82,34.81,34.66666667
9193,barley,70,40,45,5.5,19.38,22.766
98384,moong,20,40,20,5.68,98.94,25.574
5393,potato,180,60,90,5.1,2169.32,23.73636364
99652,moong,20,40,20,5.66,152.54,22.28
30417,wheat,60,30,30,6.1,75.32,22.676
28808,maize,80,40,20,5.52,207.55,26.43333333
58253,turmeric,25,60,100,5.18,664.94,22.03333333
56537,rice,80,40,40,5.32,1543.76,27.33333333
62584,wheat,60,30,30,6.6,75.32,22.676
49975,rice,80,40,40,5.42,98.98,34.92333333
39750,rice,80,40,40,5.62,152.54,22.28
24382,potato,180,60,90,5.16,169.82,14.6
84930,moong,20,40,20,5.34,34.81,34.66666667
313,turmeric,25,60,100,4.84,2169.32,23.73636364
59477,jowar,80,40,40,5.64,1011.49,30.43
25399,jute,80,40,40,5.58,840.46,33.58333333
32375,wheat,60,30,30,7.0,87.2,23.106
54381,ragi,50,40,20,5.58,297.66,29.56666667
46066,grapes,20,125,200,3.94,556.2,28.54545455
7332,rice,80,40,40,5.38,490.74,27.6
67647,jute,80,40,40,5.46,1145.22,28.5
58245,wheat,60,30,30,6.8,240.1,10.38
58178,rapeseed,50,40,20,4.98,240.1,10.38
39762,turmeric,25,60,100,5.0,1501.98,25.81818182
35822,garlic,50,10,60,5.58,1111.68,28.64818182
9790,moong,20,40,20,5.46,770.44,28.68
9558,blackpepper,100,60,50,4.84,884.5,27.65454545
54192,sunflower,50,60,30,5.42,297.66,29.56666667
22464,wheat,60,30,30,6.12,66.52,20.312
59343,soyabean,20,60,20,5.56,1011.49,30.43
21413,soyabean,20,60,20,5.58,607.48,26.36666667
45271,sunflower,50,60,30,5.44,207.55,26.43333333
42566,rice,80,40,40,5.34,1246.715,22.6
10571,potato,180,60,90,4.86,689.88,29.03727273
93686,maize,80,40,20,5.44,840.46,33.58333333
75295,ragi,50,40,20,5.6,113.7,30.26666667
54601,ragi,50,40,20,5.46,770.44,28.68
5533,sunflower,50,60,30,5.52,840.46,33.58333333
64880,cotton,120,40,20,5.4,790.98,30.61666667
20206,cardamom,75,75,150,5.06,1603.2375,22.89090909
65637,maize,80,40,20,5.64,1246.715,22.6
71732,rice,80,40,40,5.54,98.98,34.92333333
23282,sweetpotato,90,20,120,4.9,884.5,27.65454545
24035,moong,20,40,20,5.52,75.32,22.676
70764,wheat,60,30,30,6.1,241.78,1.18
19648,rapeseed,50,40,20,4.92,41.3,21.704
83568,sweetpotato,90,20,120,5.02,884.5,27.65454545
37284,jowar,80,40,40,5.46,510.05,33.37333333
3804,potato,180,60,90,4.92,689.88,29.03727273
87775,wheat,60,30,30,6.9,199.2125,21.3
23286,horsegram,20,60,20,6.02,297.66,29.56666667
53338,garlic,50,10,60,5.48,1426.3,26.73636364
32030,rapeseed,50,40,20,4.94,127.68,20.8
51705,rice,80,40,40,5.62,1011.49,30.43
27099,cotton,120,40,20,5.48,1246.715,22.6
72239,wheat,60,30,30,6.4,15.34,27.276
51289,ragi,50,40,20,5.4,1246.715,22.6
95011,wheat,60,30,30,6.12,122.42,18.58
78239,maize,80,40,20,5.42,288.3,25.46
86214,rice,80,40,40,5.32,497.88,25.03333333
34704,rice,80,40,40,5.44,490.74,27.6
95490,soyabean,20,60,20,5.62,1246.715,22.6
55226,barley,70,40,45,5.5,75.32,22.676
4604,rapeseed,50,40,20,5.18,1501.98,25.81818182
27800,potato,180,60,90,4.86,1111.68,28.64818182
98720,jowar,80,40,40,5.32,579.75,34.01
16331,banana,100,75,50,6.38,884.5,27.65454545
75508,wheat,60,30,30,6.7,113.7,30.26666667
26764,horsegram,20,60,20,5.92,664.94,22.03333333
14889,sweetpotato,90,20,120,4.98,1145.22,28.5
34829,drumstick,40,20,10,6.64,2817.86,27.90909091
29915,sunflower,50,60,30,5.66,297.66,29.56666667
50743,rice,80,40,40,5.52,122.42,18.58
76583,maize,80,40,20,5.5,770.44,28.68
90908,banana,100,75,50,6.46,884.5,27.65454545
72584,barley,70,40,45,5.6,240.1,10.38
9700,sunflower,50,60,30,5.56,297.66,29.56666667
1199,turmeric,25,60,100,4.88,1026.64,29.18636364
33394,onion,120,60,65,6.16,810.26,29.95636364
14305,wheat,60,30,30,6.1,70.11,25.6
76491,horsegram,20,60,20,5.9,884.5,27.65454545
80961,jowar,80,40,40,5.32,157.31,25.83333333
77532,maize,80,40,20,5.64,75.32,22.676
77612,onion,120,60,65,5.9,75.32,22.676
23948,wheat,60,30,30,6.7,75.32,22.676
44441,tomato,100,40,90,6.0,1111.68,28.64818182
95099,rice,80,40,40,5.52,157.31,25.83333333
41493,maize,80,40,20,5.34,98.98,34.92333333
4669,barley,70,40,45,5.56,1501.98,25.81818182
10463,sunflower,50,60,30,5.62,75.32,22.676
67472,potato,180,60,90,5.14,235.4251,26.64666667
94650,rapeseed,50,40,20,5.16,41.3,21.704
