Unnamed: 0,Crop,N,P,K,pH,rainfall,temperature
48053,rice,80,40,40,5.68,579.75,34.01
87614,maize,80,40,20,5.42,199.2125,21.3
98005,rice,80,40,40,5.36,510.05,33.37333333
60247,potato,180,60,90,5.06,1050.245,18.77818182
27625,banana,100,75,50,6.6,2817.86,27.90909091
91654,moong,20,40,20,5.52,579.75,34.01
41919,banana,100,75,50,6.5,810.26,29.95636364
40497,pineapple,160,40,120,6.44,2169.32,23.73636364
16152,cotton,120,40,20,5.56,297.66,29.56666667
75137,jowar,80,40,40,5.38,207.55,26.43333333
48407,rice,80,40,40,5.68,1110.78,25.66666667
90699,rapeseed,50,40,20,5.1,884.5,27.65454545
33508,potato,180,60,90,4.96,421.14,28.50727273
70209,rice,80,40,40,5.38,1110.78,25.66666667
10560,jowar,80,40,40,5.36,579.75,34.01
25533,sweetpotato,90,20,120,5.14,1026.64,29.18636364
73353,onion,120,60,65,5.88,199.2125,21.3
84319,garlic,50,10,60,5.46,75.32,22.676
86834,moong,20,40,20,5.64,840.46,33.58333333
87732,maize,80,40,20,5.42,1246.715,22.6
51476,coriander,10,20,20,6.66,1603.2375,22.89090909
64905,potato,180,60,90,4.9,810.26,29.95636364
12142,jute,80,40,40,5.42,840.46,33.58333333
2652,ragi,50,40,20,5.5,167.38,23.56
4172,rice,80,40,40,5.42,579.75,34.01
78837,rice,80,40,40,5.38,1543.76,27.33333333
11088,maize,80,40,20,5.5,288.3,25.46
87631,rice,80,40,40,5.66,1246.715,22.6
72556,ragi,50,40,20,5.52,664.94,22.03333333
91041,ragi,50,40,20,5.66,770.44,28.68
27978,turmeric,25,60,100,4.94,1111.68,28.64818182
21100,garlic,50,10,60,5.34,1111.68,28.64818182
43458,turmeric,25,60,100,4.88,2817.86,27.90909091
67059,soyabean,20,60,20,5.34,607.48,26.36666667
44285,rice,80,40,40,5.66,1011.49,30.43
97930,moong,20,40,20,5.46,510.05,33.37333333
65801,garlic,50,10,60,5.68,1603.2375,22.89090909
21600,cotton,120,40,20,5.48,607.48,26.36666667
43474,pineapple,160,40,120,6.66,2817.86,27.90909091
10659,onion,120,60,65,5.9,689.88,29.03727273
41937,rice,80,40,40,5.48,3.94,33.76333333
35317,jowar,80,40,40,5.54,1011.49,30.43
92582,rice,80,40,40,5.62,152.54,22.28
44987,ladyfinger,80,10,40,6.36,1350.025,26.01818182
38335,moong,20,40,20,5.66,770.44,28.68
26758,potato,180,60,90,4.98,1098.26,15.5
30073,maize,80,40,20,5.68,98.94,25.574
80728,sunflower,50,60,30,5.48,1246.715,22.6
38411,cabbage,100,65,70,6.32,942.8,28.99454545
32255,rice,80,40,40,5.46,127.68,20.8
49564,onion,120,60,65,6.14,1026.64,29.18636364
33597,rapeseed,50,40,20,5.12,41.3,21.704
53395,rice,80,40,40,5.38,1145.22,28.5
46071,jowar,80,40,40,5.46,510.05,33.37333333
55374,rice,80,40,40,5.36,579.75,34.01
24878,cotton,120,40,20,5.5,654.34,29.26666667
79948,jowar,80,40,40,5.68,790.98,30.61666667
29155,turmeric,25,60,100,4.96,1426.3,26.73636364
12775,rice,80,40,40,5.48,664.94,22.03333333
68998,sunflower,50,60,30,5.52,942.8,28.99454545
47920,maize,80,40,20,5.48,579.75,34.01
19714,barley,70,40,45,5.54,41.3,21.704
13992,sweetpotato,90,20,120,5.14,1111.68,28.64818182
63071,potato,180,60,90,4.88,1501.98,25.81818182
3252,jowar,80,40,40,5.5,884.5,27.65454545
42437,potato,180,60,90,4.94,122.42,18.58
28500,jowar,80,40,40,5.42,70.11,25.6
89807,rapeseed,50,40,20,5.12,167.38,23.56
30494,sunflower,50,60,30,5.38,579.75,34.01
3962,onion,120,60,65,5.84,579.75,34.01
92923,rice,80,40,40,5.42,288.3,25.46
89519,potato,180,60,90,5.16,235.4251,26.64666667
8881,garlic,50,10,60,5.66,556.2,28.54545455
83833,turmeric,25,60,100,4.92,884.5,27.65454545
79113,sweetpotato,90,20,120,5.16,87.2,23.106
99542,wheat,60,30,30,6.9,169.82,14.6
20697,rice,80,40,40,5.4,330.0,29.33333333
73325,rice,80,40,40,5.58,1246.715,22.6
85224,maize,80,40,20,5.4,131.18,23.13333333
19226,banana,100,75,50,6.52,1299.26,26.51818182
7754,soyabean,20,60,20,5.54,607.48,26.36666667
3822,moong,20,40,20,5.54,579.75,34.01
37691,coriander,10,20,20,6.58,884.5,27.65454545
4883,horsegram,20,60,20,6.18,288.3,25.46
9784,maize,80,40,20,5.64,98.94,25.574
94552,cotton,120,40,20,5.68,790.98,30.61666667
31446,jowar,80,40,40,5.56,288.3,25.46
62899,wheat,60,30,30,6.5,169.82,14.6
97233,horsegram,20,60,20,5.86,167.38,23.56
33277,jowar,80,40,40,5.62,168.257,28.22333333
17123,wheat,60,30,30,6.5,75.32,22.676
81870,garlic,50,10,60,5.44,1111.68,28.64818182
29818,barley,70,40,45,5.4,140.52,12.5
31424,banana,100,75,50,6.32,1037.32,28.08181818
5106,rice,80,40,40,5.62,1712.66,11.2
71729,wheat,60,30,30,6.6,87.2,23.106
59028,potato,180,60,90,5.06,157.31,25.83333333
18578,wheat,60,30,30,6.5,87.2,23.106
80511,onion,120,60,65,5.98,1246.715,22.6
38956,turmeric,25,60,100,5.1,689.88,29.03727273
42806,horsegram,20,60,20,6.18,1246.715,22.6
56720,maize,80,40,20,5.54,1543.76,27.33333333
33109,horsegram,20,60,20,5.92,1151.02,28.03333333
53841,rapeseed,50,40,20,5.18,19.38,22.766
70898,sweetpotato,90,20,120,4.86,2169.32,23.73636364
77168,potato,180,60,90,4.88,75.32,22.676
92479,moong,20,40,20,5.52,182.5,29.2
88312,rice,80,40,40,5.56,1997.12,27.0
25994,rice,80,40,40,5.52,840.46,33.58333333
64799,maize,80,40,20,5.42,790.98,30.61666667
82187,soyabean,20,60,20,5.4,607.48,26.36666667
68499,soyabean,20,60,20,5.32,1875.6,20.1
36925,jowar,80,40,40,5.4,1145.22,28.5
4098,maize,80,40,20,5.4,34.81,34.66666667
85062,banana,100,75,50,6.32,34.81,34.66666667
8603,rice,80,40,40,5.56,1145.22,28.5
10730,rapeseed,50,40,20,5.18,75.32,22.676
59956,sunflower,50,60,30,5.62,70.11,25.6
3793,jowar,80,40,40,5.64,579.75,34.01
39206,maize,80,40,20,5.56,579.75,34.01
61755,moong,20,40,20,5.4,297.66,29.56666667
90337,potato,180,60,90,4.98,556.2,28.54545455
36406,banana,100,75,50,6.38,1050.245,18.77818182
48903,jowar,80,40,40,5.52,654.34,29.26666667
55670,horsegram,20,60,20,5.9,1110.78,25.66666667
13216,blackpepper,100,60,50,4.84,1603.2375,22.89090909
12294,onion,120,60,65,6.16,1026.64,29.18636364
66647,wheat,60,30,30,6.6,73.47,23.562
59467,moong,20,40,20,5.5,1011.49,30.43
26375,maize,80,40,20,5.42,790.98,30.61666667
48327,barley,70,40,45,5.44,169.82,14.6
59242,blackpepper,100,60,50,5.06,2817.86,27.90909091
22907,barley,70,40,45,5.6,140.52,12.5
25659,jute,80,40,40,5.68,840.46,33.58333333
82220,wheat,60,30,30,6.7,70.11,25.6
53204,horsegram,20,60,20,6.08,167.38,23.56
57835,jowar,80,40,40,5.42,15.34,27.276
4644,rice,80,40,40,5.42,1166.94,28.33333333
48253,maize,80,40,20,5.46,579.75,34.01
71875,turmeric,25,60,100,5.14,1026.64,29.18636364
3220,rice,80,40,40,5.58,884.5,27.65454545
57638,jowar,80,40,40,5.36,1151.02,28.03333333
75243,rice,80,40,40,5.64,167.38,23.56
83097,rice,80,40,40,5.34,411.52,34.73
68176,sunflower,50,60,30,5.34,19.38,22.766
38026,sweetpotato,90,20,120,4.86,884.5,27.65454545
40114,moong,20,40,20,5.38,654.34,29.26666667
81295,banana,100,75,50,6.46,2817.86,27.90909091
31400,rice,80,40,40,5.42,1925.68,27.0
68108,cotton,120,40,20,5.46,510.05,33.37333333
35869,tomato,100,40,90,6.08,1111.68,28.64818182
1305,maize,80,40,20,5.68,810.26,29.95636364
2981,barley,70,40,45,5.64,19.38,22.766
34792,drumstick,40,20,10,6.42,2817.86,27.90909091
85683,sweetpotato,90,20,120,5.06,1037.32,28.08181818
23887,moong,20,40,20,5.56,75.32,22.676
83755,coriander,10,20,20,6.36,884.5,27.65454545
65674,ragi,50,40,20,5.68,199.2125,21.3
72421,rice,80,40,40,5.46,331.88,35.34666667
31035,maize,80,40,20,5.46,1110.78,25.66666667
48668,ragi,50,40,20,5.42,1166.94,28.33333333
84008,turmeric,25,60,100,4.94,942.8,28.99454545
92344,barley,70,40,45,5.6,169.82,14.6
30421,rice,80,40,40,5.64,579.75,34.01
73701,rice,80,40,40,5.54,1246.715,22.6
54956,garlic,50,10,60,5.64,689.88,29.03727273
37300,moong,20,40,20,5.6,510.05,33.37333333
40795,rice,80,40,40,5.36,1543.76,27.33333333
48662,turmeric,25,60,100,5.06,1501.98,25.81818182
34182,rice,80,40,40,5.34,1246.715,22.6
41852,cotton,120,40,20,5.6,790.98,30.61666667
59366,ragi,50,40,20,5.62,1011.49,30.43
11633,banana,100,75,50,6.38,2169.32,23.73636364
61702,onion,120,60,65,6.12,884.5,27.65454545
48618,maize,80,40,20,5.6,1166.94,28.33333333
34277,mango,20,20,30,4.9,1603.2375,22.89090909
22293,wheat,60,30,30,6.7,167.38,23.56
68527,rice,80,40,40,5.44,297.66,29.56666667
53573,onion,120,60,65,5.9,1426.3,26.73636364
2857,moong,20,40,20,5.34,535.78,27.22727273
35541,jowar,80,40,40,5.66,1011.49,30.43
81887,potato,180,60,90,4.84,1111.68,28.64818182
16851,ragi,50,40,20,5.36,75.32,22.676
19236,moong,20,40,20,5.36,1151.02,28.03333333
44842,rice,80,40,40,5.32,607.48,26.36666667
42560,cotton,120,40,20,5.66,1246.715,22.6
63893,sweetpotato,90,20,120,5.06,2169.32,23.73636364
66657,jute,80,40,40,5.36,1011.49,30.43
26902,maize,80,40,20,5.66,516.68,27.86666667
60394,rapeseed,50,40,20,4.96,70.598,18.92
32555,banana,100,75,50,6.46,1026.64,29.18636364
41906,maize,80,40,20,5.54,790.98,30.61666667
5790,blackgram,40,60,20,5.08,840.46,33.58333333
48336,maize,80,40,20,5.34,1110.78,25.66666667
44290,wheat,60,30,30,7.0,73.47,23.562
93334,onion,120,60,65,6.12,2169.32,23.73636364
78089,horsegram,20,60,20,6.14,152.54,22.28
31893,turmeric,25,60,100,4.86,2169.32,23.73636364
83558,cotton,120,40,20,5.52,884.5,27.65454545
5894,potato,180,60,90,5.08,1026.64,29.18636364
91408,coriander,10,20,20,6.56,75.32,22.676
50145,sweetpotato,90,20,120,5.18,1299.26,26.51818182
18943,maize,80,40,20,5.36,98.98,34.92333333
40551,onion,120,60,65,5.94,2169.32,23.73636364
37452,moong,20,40,20,5.4,510.05,33.37333333
77453,wheat,60,30,30,6.4,75.32,22.676
14518,ragi,50,40,20,5.52,607.48,26.36666667
54503,onion,120,60,65,5.82,884.5,27.65454545
13202,sunflower,50,60,30,5.52,1246.715,22.6
3298,coriander,10,20,20,6.44,884.5,27.65454545
71748,maize,80,40,20,5.46,98.98,34.92333333
76047,coriander,10,20,20,6.54,556.2,28.54545455
92752,moong,20,40,20,5.36,865.94,26.6
93668,maize,80,40,20,5.56,98.98,34.92333333
56824,moong,20,40,20,5.56,98.98,34.92333333
36588,ragi,50,40,20,5.62,1145.22,28.5
29314,wheat,60,30,30,6.11,66.52,20.312
7422,wheat,60,30,30,6.7,73.47,23.562
22952,coriander,10,20,20,6.6,884.5,27.65454545
26744,rapeseed,50,40,20,4.96,240.1,10.38
9750,jowar,80,40,40,5.32,770.44,28.68
31866,wheat,60,30,30,6.11,241.78,1.18
42708,horsegram,20,60,20,5.98,199.2125,21.3
90579,sunflower,50,60,30,5.68,884.5,27.65454545
90288,jowar,80,40,40,5.52,510.05,33.37333333
87406,cotton,120,40,20,5.64,331.88,35.34666667
56719,jute,80,40,40,5.58,1543.76,27.33333333
73904,banana,100,75,50,6.4,2817.86,27.90909091
56838,ragi,50,40,20,5.5,840.46,33.58333333
73821,sweetpotato,90,20,120,5.02,2817.86,27.90909091
42990,rice,80,40,40,5.68,199.2125,21.3
22983,ragi,50,40,20,5.62,297.66,29.56666667
17292,moong,20,40,20,5.36,34.81,34.66666667
76770,cotton,120,40,20,5.56,579.75,34.01
25758,rice,80,40,40,5.38,840.46,33.58333333
21809,jute,80,40,40,5.58,207.55,26.43333333
29459,wheat,60,30,30,6.1,19.38,22.766
27890,turmeric,25,60,100,4.96,1111.68,28.64818182
33721,onion,120,60,65,5.94,1098.26,15.5
9995,wheat,60,30,30,6.1,75.32,22.676
70361,turmeric,25,60,100,4.84,1501.98,25.81818182
85247,soyabean,20,60,20,5.64,1110.78,25.66666667
13434,maize,80,40,20,5.54,1246.715,22.6
89320,rice,80,40,40,5.34,607.48,26.36666667
12132,rice,80,40,40,5.52,98.98,34.92333333
40019,cotton,120,40,20,5.38,654.34,29.26666667
56183,rice,80,40,40,5.48,654.34,29.26666667
54156,rapeseed,50,40,20,5.16,446.14,25.44
97618,rice,80,40,40,5.54,10.265748,25.76
51683,coriander,10,20,20,6.64,1111.68,28.64818182
13818,jowar,80,40,40,5.32,1011.49,30.43
83059,cotton,120,40,20,5.44,411.52,34.73
70432,moong,20,40,20,5.46,182.5,29.2
16807,rice,80,40,40,5.54,579.75,34.01
69673,barley,70,40,45,5.38,75.32,22.676
63106,rice,80,40,40,5.38,182.5,29.2
18826,rice,80,40,40,5.34,840.46,33.58333333
3401,rice,80,40,40,5.38,884.5,27.65454545
86430,turmeric,25,60,100,5.0,2169.32,23.73636364
57843,wheat,60,30,30,6.12,15.34,27.276
15587,barley,70,40,45,5.52,19.38,22.766
84902,rapeseed,50,40,20,5.0,75.32,22.676
87428,rice,80,40,40,5.54,331.88,35.34666667
70200,potato,180,60,90,5.08,169.82,14.6
48243,sunflower,50,60,30,5.32,579.75,34.01
64819,rapeseed,50,40,20,4.98,15.34,27.276
72593,barley,70,40,45,5.36,240.1,10.38
64565,rice,80,40,40,5.68,1151.02,28.03333333
51114,moong,20,40,20,5.54,199.2125,21.3
46852,ladyfinger,80,10,40,6.58,884.5,27.65454545
5783,wheat,60,30,30,6.3,87.2,23.106
28773,rice,80,40,40,5.38,207.55,26.43333333
51815,coriander,10,20,20,6.36,1111.68,28.64818182
10344,onion,120,60,65,6.16,689.88,29.03727273
11639,rice,80,40,40,5.64,127.68,20.8
15898,rice,80,40,40,5.62,510.05,33.37333333
54552,onion,120,60,65,6.06,884.5,27.65454545
65872,jowar,80,40,40,5.42,199.2125,21.3
8870,jowar,80,40,40,5.34,510.05,33.37333333
88008,maize,80,40,20,5.42,1246.715,22.6
31136,cotton,120,40,20,5.44,1166.94,28.33333333
94185,garlic,50,10,60,5.62,1299.26,26.51818182
45862,wheat,60,30,30,6.12,19.38,22.766
69895,sunflower,50,60,30,5.38,34.81,34.66666667
94647,moong,20,40,20,5.66,331.88,35.34666667
70045,potato,180,60,90,5.06,75.32,22.676
76735,onion,120,60,65,6.14,75.32,22.676
49509,moong,20,40,20,5.38,840.46,33.58333333
72703,wheat,60,30,30,6.1,293.36,14.7
62916,ragi,50,40,20,5.62,1110.78,25.66666667
23506,potato,180,60,90,4.92,1778.88,24.60909091
1791,turmeric,25,60,100,5.04,1603.2375,22.89090909
73427,potato,180,60,90,5.08,1246.715,22.6
83742,jowar,80,40,40,5.56,884.5,27.65454545
13245,garlic,50,10,60,5.6,1603.2375,22.89090909
37406,jowar,80,40,40,5.66,510.05,33.37333333
56500,potato,180,60,90,5.14,2169.32,23.73636364
39755,ragi,50,40,20,5.58,1166.94,28.33333333
64760,ragi,50,40,20,5.54,1151.02,28.03333333
89219,jowar,80,40,40,5.44,70.11,25.6
45408,rapeseed,50,40,20,4.86,167.38,23.56
11919,jowar,80,40,40,5.52,840.46,33.58333333
66932,jowar,80,40,40,5.48,1011.49,30.43
37565,cotton,120,40,20,5.48,297.66,29.56666667
95959,jowar,80,40,40,5.38,1011.49,30.43
71151,rapeseed,50,40,20,4.98,127.68,20.8
67513,wheat,60,30,30,6.8,70.598,18.92
89641,sunflower,50,60,30,5.56,207.55,26.43333333
70805,moong,20,40,20,5.34,127.68,20.8
17595,jute,80,40,40,5.6,1166.94,28.33333333
13525,rice,80,40,40,5.58,330.0,29.33333333
76494,moong,20,40,20,5.5,884.5,27.65454545
48627,potato,180,60,90,5.08,1501.98,25.81818182
24221,maize,80,40,20,5.54,579.75,34.01
33974,tomato,100,40,90,6.0,1603.2375,22.89090909
15919,garlic,50,10,60,5.62,556.2,28.54545455
38107,horsegram,20,60,20,5.84,297.66,29.56666667
57979,wheat,60,30,30,7.0,15.34,27.276
93729,wheat,60,30,30,6.11,87.2,23.106
96738,sunflower,50,60,30,5.48,70.11,25.6
34670,maize,80,40,20,5.52,199.2125,21.3
75469,moong,20,40,20,5.32,167.38,23.56
41523,maize,80,40,20,5.42,80.926,28.7
87649,garlic,50,10,60,5.42,1603.2375,22.89090909
53891,onion,120,60,65,6.12,556.2,28.54545455
32786,rice,80,40,40,5.62,87.2,23.106
17005,moong,20,40,20,5.66,579.75,34.01
32360,rice,80,40,40,5.32,98.98,34.92333333
25626,wheat,60,30,30,6.5,87.2,23.106
72023,onion,120,60,65,6.12,1299.26,26.51818182
43112,rice,80,40,40,5.64,1246.715,22.6
49583,potato,180,60,90,5.04,1026.64,29.18636364
69956,banana,100,75,50,6.36,689.88,29.03727273
55647,horsegram,20,60,20,6.1,1110.78,25.66666667
66099,rice,80,40,40,5.36,157.31,25.83333333
15776,potato,180,60,90,5.02,556.2,28.54545455
68255,moong,20,40,20,5.36,510.05,33.37333333
29388,moong,20,40,20,5.56,510.05,33.37333333
83470,potato,180,60,90,5.12,556.2,28.54545455
46763,brinjal,80,15,40,6.48,884.5,27.65454545
47016,horsegram,20,60,20,5.9,297.66,29.56666667
5672,jute,80,40,40,5.4,840.46,33.58333333
30801,cotton,120,40,20,5.52,579.75,34.01
42334,wheat,60,30,30,6.12,293.36,14.7
92676,potato,180,60,90,5.1,152.54,22.28
84616,rapeseed,50,40,20,4.82,75.32,22.676
51590,cardamom,75,75,150,5.14,2817.86,27.90909091
23058,blackpepper,100,60,50,5.1,884.5,27.65454545
66993,turmeric,25,60,100,5.18,1111.68,28.64818182
90838,turmeric,25,60,100,5.16,884.5,27.65454545
87672,sweetpotato,90,20,120,4.92,1603.2375,22.89090909
1257,rapeseed,50,40,20,4.9,15.34,27.276
22226,rice,80,40,40,5.66,167.38,23.56
14829,potato,180,60,90,5.06,700.241,22.19090909
56405,onion,120,60,65,5.9,2169.32,23.73636364
52291,rapeseed,50,40,20,5.06,73.47,23.562
24411,garlic,50,10,60,5.44,1411.78,19.94545455
64172,ragi,50,40,20,5.64,840.46,33.58333333
35821,coriander,10,20,20,6.46,1111.68,28.64818182
65894,ragi,50,40,20,5.36,199.2125,21.3
2518,maize,80,40,20,5.38,1145.22,28.5
57666,wheat,60,30,30,6.6,94.02,22.38
91260,rapeseed,50,40,20,4.88,75.32,22.676
34442,rice,80,40,40,5.52,157.31,25.83333333
34805,banana,100,75,50,6.44,2817.86,27.90909091
41188,banana,100,75,50,6.36,1026.64,29.18636364
66004,horsegram,20,60,20,6.06,199.2125,21.3
61144,cotton,120,40,20,5.64,510.05,33.37333333
32808,rice,80,40,40,5.6,840.46,33.58333333
81947,maize,80,40,20,5.46,1011.49,30.43
12830,horsegram,20,60,20,6.18,1246.715,22.6
84701,barley,70,40,45,5.32,75.32,22.676
82459,cotton,120,40,20,5.62,235.4251,26.64666667
77337,moong,20,40,20,5.56,34.81,34.66666667
86343,potato,180,60,90,4.98,2169.32,23.73636364
70574,moong,20,40,20,5.32,152.54,22.28
99666,horsegram,20,60,20,6.06,1166.94,28.33333333
4028,moong,20,40,20,5.34,579.75,34.01
86725,maize,80,40,20,5.6,98.98,34.92333333
53824,sweetpotato,90,20,120,4.98,556.2,28.54545455
18138,banana,100,75,50,6.54,2169.32,23.73636364
21685,potato,180,60,90,4.82,1050.245,18.77818182
95884,rice,80,40,40,5.34,490.74,27.6
34732,brinjal,80,15,40,6.64,2817.86,27.90909091
88297,sweetpotato,90,20,120,5.18,2817.86,27.90909091
36932,sunflower,50,60,30,5.48,167.38,23.56
80928,sunflower,50,60,30,5.48,199.2125,21.3
326,sweetpotato,90,20,120,4.82,2169.32,23.73636364
65559,rice,80,40,40,5.46,199.2125,21.3
15541,rice,80,40,40,5.48,411.52,34.73
30618,rapeseed,50,40,20,4.98,75.32,22.676
47451,maize,80,40,20,5.48,579.75,34.01
69881,sunflower,50,60,30,5.36,34.81,34.66666667
39134,onion,120,60,65,6.06,75.32,22.676
67992,maize,80,40,20,5.62,113.7,30.26666667
80648,onion,120,60,65,6.0,1246.715,22.6
22924,onion,120,60,65,6.18,884.5,27.65454545
4309,moong,20,40,20,5.42,579.75,34.01
10132,wheat,60,30,30,6.8,75.32,22.676
59271,rice,80,40,40,5.6,330.0,29.33333333
52851,maize,80,40,20,5.62,235.4251,26.64666667
82404,rapeseed,50,40,20,5.16,56.236,15.852
47212,turmeric,25,60,100,5.04,942.8,28.99454545
47843,maize,80,40,20,5.34,34.81,34.66666667
72181,ragi,50,40,20,5.54,1151.02,28.03333333
92891,onion,120,60,65,6.02,654.34,29.26666667
97766,onion,120,60,65,5.86,556.2,28.54545455
41275,wheat,60,30,30,6.4,87.2,23.106
68194,cotton,120,40,20,5.46,510.05,33.37333333
43410,ladyfinger,80,10,40,6.54,2817.86,27.90909091
3795,moong,20,40,20,5.66,579.75,34.01
89902,potato,180,60,90,5.08,167.38,23.56
80711,onion,120,60,65,6.0,157.31,25.83333333
62098,coriander,10,20,20,6.62,689.88,29.03727273
3723,barley,70,40,45,5.52,75.32,22.676
38780,moong,20,40,20,5.62,579.75,34.01
70974,rapeseed,50,40,20,5.08,127.68,20.8
9712,sunflower,50,60,30,5.46,770.44,28.68
18602,garlic,50,10,60,5.44,1026.64,29.18636364
53623,rice,80,40,40,5.5,10.265748,25.76
49973,maize,80,40,20,5.34,98.98,34.92333333
96610,potato,180,60,90,4.86,1111.68,28.64818182
32516,garlic,50,10,60,5.4,1026.64,29.18636364
67418,maize,80,40,20,5.4,423.745,22.07
95957,sweetpotato,90,20,120,5.1,1111.68,28.64818182
22348,turmeric,25,60,100,5.12,1426.3,26.73636364
59597,soyabean,20,60,20,5.4,1011.49,30.43
16463,cotton,120,40,20,5.5,770.44,28.68
61234,wheat,60,30,30,6.3,19.38,22.766
52036,rice,80,40,40,5.5,1011.49,30.43
85049,moong,20,40,20,5.42,34.81,34.66666667
81919,horsegram,20,60,20,6.04,1011.49,30.43
46353,orange,20,10,10,3.82,884.5,27.65454545
75226,potato,180,60,90,5.04,167.38,23.56
11505,jute,80,40,40,5.66,1543.76,27.33333333
52823,soyabean,20,60,20,5.58,235.4251,26.64666667
42234,barley,70,40,45,5.52,240.1,10.38
13250,rice,80,40,40,5.68,1246.715,22.6
55866,barley,70,40,45,5.5,152.54,22.28
32783,onion,120,60,65,6.0,1026.64,29.18636364
79279,ragi,50,40,20,5.58,840.46,33.58333333
74502,onion,120,60,65,5.86,1111.68,28.64818182
20481,cotton,120,40,20,5.4,1246.715,22.6
73572,jowar,80,40,40,5.52,1246.715,22.6
85997,maize,80,40,20,5.62,1543.76,27.33333333
47100,maize,80,40,20,5.48,770.44,28.68
70859,rice,80,40,40,5.64,497.88,25.03333333
83674,onion,120,60,65,6.04,884.5,27.65454545
58213,maize,80,40,20,5.6,664.94,22.03333333
71379,moong,20,40,20,5.48,98.98,34.92333333
44032,rapeseed,50,40,20,4.84,73.47,23.562
49542,barley,70,40,45,5.38,87.2,23.106
48856,jowar,80,40,40,5.36,654.34,29.26666667
29627,onion,120,60,65,5.9,556.2,28.54545455
30440,rapeseed,50,40,20,5.08,75.32,22.676
56201,jowar,80,40,40,5.6,654.34,29.26666667
911,garlic,50,10,60,5.48,1026.64,29.18636364
86682,rice,80,40,40,5.38,840.46,33.58333333
94415,rice,80,40,40,5.68,790.98,30.61666667
97972,wheat,60,30,30,6.7,19.38,22.766
91115,jowar,80,40,40,5.52,770.44,28.68
69423,turmeric,25,60,100,4.92,75.32,22.676
30537,rice,80,40,40,5.68,579.75,34.01
30159,potato,180,60,90,5.02,942.8,28.99454545
25528,banana,100,75,50,6.48,1026.64,29.18636364
94323,rice,80,40,40,5.38,1151.02,28.03333333
92392,ragi,50,40,20,5.46,1110.78,25.66666667
13636,rapeseed,50,40,20,4.86,73.47,23.562
23319,rice,80,40,40,5.48,770.44,28.68
99201,rapeseed,50,40,20,5.1,75.32,22.676
45491,wheat,60,30,30,6.3,167.38,23.56
72535,sunflower,50,60,30,5.36,41.3,21.704
59527,potato,180,60,90,4.88,1111.68,28.64818182
1810,horsegram,20,60,20,5.86,1246.715,22.6
51054,onion,120,60,65,5.9,1603.2375,22.89090909
31738,rice,80,40,40,5.68,288.3,25.46
45732,rapeseed,50,40,20,5.0,167.38,23.56
48233,wheat,60,30,30,6.8,75.32,22.676
3536,rapeseed,50,40,20,4.84,884.5,27.65454545
59325,rice,80,40,40,5.34,490.74,27.6
7259,banana,100,75,50,6.6,2817.86,27.90909091
41868,potato,180,60,90,4.84,810.26,29.95636364
65870,sunflower,50,60,30,5.34,1246.715,22.6
6310,potato,180,60,90,4.96,421.14,28.50727273
52761,sweetpotato,90,20,120,5.04,1050.245,18.77818182
53850,rice,80,40,40,5.5,510.05,33.37333333
10421,barley,70,40,45,5.34,75.32,22.676
49499,coriander,10,20,20,6.36,1026.64,29.18636364
24501,wheat,60,30,30,6.11,152.54,22.28
38582,jowar,80,40,40,5.62,98.94,25.574
78639,rice,80,40,40,5.48,497.88,25.03333333
74115,barley,70,40,45,5.4,73.47,23.562
91529,barley,70,40,45,5.62,75.32,22.676
542,wheat,60,30,30,6.3,127.68,20.8
78111,moong,20,40,20,5.42,152.54,22.28
58941,maize,80,40,20,5.42,1246.715,22.6
48124,rapeseed,50,40,20,4.82,75.32,22.676
89952,moong,20,40,20,5.66,113.7,30.26666667
3170,garlic,50,10,60,5.34,884.5,27.65454545
41351,barley,70,40,45,5.68,87.2,23.106
18784,rapeseed,50,40,20,5.04,87.2,23.106
37757,ladyfinger,80,10,40,6.68,884.5,27.65454545
50048,rice,80,40,40,5.56,1151.02,28.03333333
33316,rice,80,40,40,5.56,3.94,33.76333333
90529,rice,80,40,40,5.58,1875.6,20.1
34627,rice,80,40,40,5.52,199.2125,21.3
65321,onion,120,60,65,6.18,122.42,18.58
30191,maize,80,40,20,5.62,1220.22,27.26666667
4945,maize,80,40,20,5.52,288.3,25.46
21519,rice,80,40,40,5.42,607.48,26.36666667
74610,sunflower,50,60,30,5.56,607.48,26.36666667
82443,rice,80,40,40,5.58,56.236,15.852
67073,maize,80,40,20,5.52,607.48,26.36666667
51735,cotton,120,40,20,5.6,1011.49,30.43
47521,wheat,60,30,30,6.1,75.32,22.676
27062,sunflower,50,60,30,5.6,1246.715,22.6
5835,coriander,10,20,20,6.66,1026.64,29.18636364
93656,rice,80,40,40,5.58,87.2,23.106
72640,maize,80,40,20,5.42,664.94,22.03333333
7510,maize,80,40,20,5.44,1011.49,30.43
64152,sunflower,50,60,30,5.32,87.2,23.106
96226,jowar,80,40,40,5.36,1011.49,30.43
39557,soyabean,20,60,20,5.5,1110.78,25.66666667
96771,soyabean,20,60,20,5.38,607.48,26.36666667
50846,maize,80,40,20,5.56,976.06,25.66666667
79978,maize,80,40,20,5.46,790.98,30.61666667
13323,cotton,120,40,20,5.32,1246.715,22.6
53029,wheat,60,30,30,7.0,113.7,30.26666667
62690,maize,80,40,20,5.56,579.75,34.01
76027,maize,80,40,20,5.68,510.05,33.37333333
30445,moong,20,40,20,5.46,579.75,34.01
